9.64	2.57	2.94	0.08	0.09	0.90	0.91
15.65	4.17	4.77	0.00	0.00	1.00	1.00
8.76	2.34	2.67	0.08	0.11	0.83	0.86
9.26	2.47	2.82	0.07	0.09	0.88	0.89
10.99	2.93	3.35	0.04	0.04	0.97	0.97
8.24	2.20	2.51	0.12	0.15	0.79	0.82
8.57	2.28	2.61	0.09	0.13	0.81	0.84
11.97	3.19	3.65	0.00	0.00	1.00	1.00
7.84	2.09	2.39	0.30	0.24	0.76	0.80
7.70	2.05	2.35	0.31	0.25	0.76	0.79
8.03	2.14	2.45	0.12	0.15	0.78	0.81
9.27	2.47	2.82	0.32	0.21	0.88	0.89
8.52	2.27	2.60	0.96	0.73	0.81	0.84
9.78	2.61	2.98	0.60	0.35	0.92	0.92
7.33	1.96	2.24	0.21	0.22	0.72	0.76
16.03	4.27	4.89	0.00	0.00	1.00	1.00
7.10	1.89	2.17	0.36	0.30	0.70	0.75
9.12	2.43	2.78	0.90	0.64	0.87	0.88
8.16	2.18	2.49	0.14	0.16	0.79	0.82
7.34	1.96	2.24	0.42	0.31	0.72	0.76
9.69	2.58	2.95	0.40	0.24	0.91	0.91
9.92	2.65	3.02	0.08	0.08	0.93	0.93
13.11	3.50	4.00	0.00	0.00	1.00	1.00
9.10	2.43	2.77	0.43	0.27	0.86	0.88
10.39	2.77	3.17	0.07	0.06	0.95	0.95
9.65	2.57	2.94	0.08	0.08	0.91	0.91
9.88	2.63	3.01	0.24	0.15	0.92	0.92
12.76	3.40	3.89	0.00	0.00	1.00	1.00
6.81	1.81	2.07	0.22	0.24	0.66	0.72
9.67	2.58	2.95	0.08	0.08	0.91	0.91
6.86	1.83	2.09	0.49	0.35	0.68	0.73
6.61	1.76	2.02	0.37	0.31	0.65	0.71
6.68	1.78	2.04	0.20	0.25	0.66	0.71
9.73	2.60	2.97	0.39	0.23	0.91	0.92
9.83	2.62	3.00	0.51	0.29	0.92	0.92
7.96	2.12	2.43	0.12	0.16	0.77	0.81
6.34	1.69	1.93	0.20	0.26	0.62	0.69
6.18	1.65	1.88	0.42	0.35	0.60	0.67
10.04	2.68	3.06	0.28	0.16	0.93	0.93
9.72	2.59	2.96	0.55	0.32	0.91	0.91
5.56	1.48	1.70	0.23	0.31	0.51	0.61
6.50	1.73	1.98	0.23	0.27	0.64	0.70
5.51	1.47	1.68	0.24	0.32	0.51	0.61
5.21	1.39	1.59	0.25	0.33	0.47	0.58
5.29	1.41	1.61	0.57	0.45	0.47	0.58
